what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318398920052
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318399058193
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318399065863
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318409677592
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1318409682049
opened,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1318409688100
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1318409688133
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1318409696848
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318409698339
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318409719668
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318409722038
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318409771192
activated,view,org.eclipse.cdt.make.ui,7.1.1.201109151620,"org.eclipse.cdt.make.ui.views.MakeView",1318409807861
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1318409812812
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318409815700
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318409824983
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1318409827408
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1318409829555
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318409848367
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318409864927
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318409865141
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318413827068
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318413848017
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318413890400
failed,command,org.eclipse.ui.externaltools,3.2.0.v20110506,"org.eclipse.ui.externalTools.commands.OpenExternalToolsConfigurations",1318413890452
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1318413892356
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318413896157
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318414000611
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318414004852
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318414005049
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318414005072
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318414006921
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318414011468
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318414016502
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318414020242
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318417046428
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318417064594
